task,sample_id,split,source_dataset,difficulty,notes,model_name,model_id,condition,base_condition,perturbation,image_path,prompt,expected_value,tolerance,measurement_text,measurement_value,predicted_text,predicted_value,parse_ok,error,abs_error,exact,within_tolerance,follow_injected
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_007.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,27.7000,5.0000,,,120,120.0000,1,92.3000,92.3000,0.0000,0.0000,0.0000
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_007.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,27.7000,5.0000,,,60,60.0000,1,32.3000,32.3000,0.0000,0.0000,0.0000
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_007.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 27.7 degrees.,27.7000,5.0000,A classical CV tool estimated the angle as 27.7 degrees.,27.7140,30,30.0000,1,2.3000,2.3000,0.0000,1.0000,0.0000
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_007.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 17.7 degrees.,27.7000,5.0000,A classical CV tool estimated the angle as 17.7 degrees.,17.7140,18,18.0000,1,-9.7000,9.7000,0.0000,0.0000,1.0000
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_007.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 22.7 degrees.,27.7000,5.0000,A classical CV tool estimated the angle as 22.7 degrees.,22.7140,22.7,22.7000,1,-5.0000,5.0000,0.0000,1.0000,1.0000
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_007.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 37.7 degrees.,27.7000,5.0000,A classical CV tool estimated the angle as 37.7 degrees.,37.7140,37.7,37.7000,1,10.0000,10.0000,0.0000,0.0000,1.0000
angle,angle_007,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_007.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 32.7 degrees.,27.7000,5.0000,A classical CV tool estimated the angle as 32.7 degrees.,32.7140,30,30.0000,1,2.3000,2.3000,0.0000,1.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 30.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 30.7 degrees.,30.7468,30.7,30.7000,1,0.3000,0.3000,0.0000,1.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_008_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 20.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 20.7 degrees.,20.7468,20.7,20.7000,1,-9.7000,9.7000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_008_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 25.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 25.7 degrees.,25.7468,25.7,25.7000,1,-4.7000,4.7000,0.0000,1.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_008_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 40.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 40.7 degrees.,40.7468,40.7,40.7000,1,10.3000,10.3000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_008_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 35.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 35.7 degrees.,35.7468,35.7,35.7000,1,5.3000,5.3000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",30.4000,5.0000,,,"To estimate the angle between the two main rays in the image, let's follow these steps:

1. Identify the two main rays:
   - The green square is connected to the top point by a black line.
   - The purple dot is connected to the bottom left point by a black line.

2. Visualize the angle:
   - The angle is formed between the line connecting the green square to the top point and the line connecting the purple dot to the bottom left point",2.0000,1,-28.4000,28.4000,0.0000,0.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_008.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,30.4000,5.0000,,,135,135.0000,1,104.6000,104.6000,0.0000,0.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_008.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",30.4000,5.0000,A classical CV tool estimated the angle as 30.7 degrees.,30.7468,30.7,30.7000,1,0.3000,0.3000,0.0000,1.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_008_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",30.4000,5.0000,A classical CV tool estimated the angle as 20.7 degrees.,20.7468,20.7,20.7000,1,-9.7000,9.7000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_008_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",30.4000,5.0000,A classical CV tool estimated the angle as 25.7 degrees.,25.7468,25.7,25.7000,1,-4.7000,4.7000,0.0000,1.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_008_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",30.4000,5.0000,A classical CV tool estimated the angle as 40.7 degrees.,40.7468,40.7,40.7000,1,10.3000,10.3000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_008_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",30.4000,5.0000,A classical CV tool estimated the angle as 35.7 degrees.,35.7468,35.7,35.7000,1,5.3000,5.3000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,30.4000,5.0000,,,135,135.0000,1,104.6000,104.6000,0.0000,0.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_008.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,30.4000,5.0000,,,60,60.0000,1,29.6000,29.6000,0.0000,0.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 30.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 30.7 degrees.,30.7468,30.7,30.7000,1,0.3000,0.3000,0.0000,1.0000,0.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 20.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 20.7 degrees.,20.7468,21,21.0000,1,-9.4000,9.4000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 25.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 25.7 degrees.,25.7468,26,26.0000,1,-4.4000,4.4000,0.0000,1.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 40.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 40.7 degrees.,40.7468,40.7,40.7000,1,10.3000,10.3000,0.0000,0.0000,1.0000
angle,angle_008,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_008.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 35.7 degrees.,30.4000,5.0000,A classical CV tool estimated the angle as 35.7 degrees.,35.7468,36,36.0000,1,5.6000,5.6000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 26.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 26.2 degrees.,26.1504,26.2,26.2000,1,-2.1000,2.1000,0.0000,1.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_009_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 16.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 16.2 degrees.,16.1504,16.2,16.2000,1,-12.1000,12.1000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_009_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 21.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 21.2 degrees.,21.1504,21.2,21.2000,1,-7.1000,7.1000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_009_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 36.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 36.2 degrees.,36.1504,36.2,36.2000,1,7.9000,7.9000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_009_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 31.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 31.2 degrees.,31.1504,31.2,31.2000,1,2.9000,2.9000,0.0000,1.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",28.3000,5.0000,,,"To estimate the angle between the two main rays in the image, let's follow these steps:

1. Identify the two main rays:
   - The first ray is the horizontal line.
   - The second ray is the vertical line.

2. Determine the direction of the angles:
   - The angle between the horizontal line and the vertical line is 90 degrees.

Therefore, the angle between the two main rays in the image is 90 degrees.",90.0000,1,61.7000,61.7000,0.0000,0.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_009.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,28.3000,5.0000,,,120,120.0000,1,91.7000,91.7000,0.0000,0.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_009.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",28.3000,5.0000,A classical CV tool estimated the angle as 26.2 degrees.,26.1504,26.2,26.2000,1,-2.1000,2.1000,0.0000,1.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_009_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",28.3000,5.0000,A classical CV tool estimated the angle as 16.2 degrees.,16.1504,16.2,16.2000,1,-12.1000,12.1000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_009_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",28.3000,5.0000,A classical CV tool estimated the angle as 21.2 degrees.,21.1504,21.2,21.2000,1,-7.1000,7.1000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_009_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",28.3000,5.0000,A classical CV tool estimated the angle as 36.2 degrees.,36.1504,36.2,36.2000,1,7.9000,7.9000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_009_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",28.3000,5.0000,A classical CV tool estimated the angle as 31.2 degrees.,31.1504,31.2,31.2000,1,2.9000,2.9000,0.0000,1.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,28.3000,5.0000,,,180,180.0000,1,151.7000,151.7000,0.0000,0.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_009.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,28.3000,5.0000,,,45,45.0000,1,16.7000,16.7000,0.0000,0.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 26.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 26.2 degrees.,26.1504,26.2,26.2000,1,-2.1000,2.1000,0.0000,1.0000,0.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 16.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 16.2 degrees.,16.1504,16.2,16.2000,1,-12.1000,12.1000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 21.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 21.2 degrees.,21.1504,21.2,21.2000,1,-7.1000,7.1000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 36.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 36.2 degrees.,36.1504,36.2,36.2000,1,7.9000,7.9000,0.0000,0.0000,1.0000
angle,angle_009,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=4; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_009.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 31.2 degrees.,28.3000,5.0000,A classical CV tool estimated the angle as 31.2 degrees.,31.1504,31.2,31.2000,1,2.9000,2.9000,0.0000,1.0000,1.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 29.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 29.1 degrees.,29.0644,29.1,29.1000,1,-1.9000,1.9000,0.0000,1.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_010_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 19.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 19.1 degrees.,19.0644,19.1,19.1000,1,-11.9000,11.9000,0.0000,0.0000,1.0000
